"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Massachusetts,2017,4,1392,235,14,17.89,16.88,1.01
States,Michigan,2017,4,1371,162,52,15.61,11.82,3.79
States,Minnesota,2017,4,706,115,8,17.42,16.29,1.13
States,Mississippi,2017,4,134,16,1,12.69,11.94,0.75
States,Missouri,2017,4,1123,126,17,12.73,11.22,1.51
States,Montana,2017,4,234,41,2,18.38,17.52,0.85
States,Nebraska,2017,4,213,53,0,24.88,24.88,0
States,Nevada,2017,4,28,5,0,17.86,17.86,0
States,New Hampshire,2017,4,38,4,0,10.53,10.53,0
States,New Jersey,2017,4,X,X,X,X,X,X
States,New Mexico,2017,4,618,77,6,13.43,12.46,0.97
States,New York,2017,4,4271,1052,74,26.36,24.63,1.73
States,North Carolina,2017,4,521,59,9,13.05,11.32,1.73
States,North Dakota,2017,4,103,13,2,14.56,12.62,1.94
States,Ohio,2017,4,2647,378,85,17.49,14.28,3.21
States,Oklahoma,2017,4,340,56,8,18.82,16.47,2.35
States,Oregon,2017,4,1213,315,15,27.21,25.97,1.24
States,Pennsylvania,2017,4,1008,199,25,22.22,19.74,2.48
States,Rhode Island,2017,4,X,X,X,X,X,X
States,South Carolina,2017,4,539,50,31,15.03,9.28,5.75
States,South Dakota,2017,4,258,48,0,18.6,18.6,0
States,Tennessee,2017,4,231,15,2,7.36,6.49,0.87
States,Texas,2017,4,2699,402,74,17.64,14.89,2.74
States,Utah,2017,4,1073,150,2,14.17,13.98,0.19
States,Vermont,2017,4,254,27,2,11.42,10.63,0.79
States,Virginia,2017,4,411,46,8,13.14,11.19,1.95
States,Washington,2017,4,1773,343,17,20.3,19.35,0.96
States,West Virginia,2017,4,563,38,20,10.3,6.75,3.55
States,Wisconsin,2017,4,1503,253,44,19.76,16.83,2.93
States,Wyoming,2017,4,X,X,X,X,X,X
States,Puerto Rico,2017,4,0,0,0,0,0,0
States,Virgin Islands,2017,4,X,X,X,X,X,X
States,New York City,2017,4,X,X,X,X,X,X
States,Alabama,2017,5,1033,118,27,14.04,11.42,2.61
States,Alaska,2017,5,X,X,X,X,X,X
States,Arizona,2017,5,294,11,0,3.74,3.74,0
States,Arkansas,2017,5,129,19,5,18.6,14.73,3.88
States,California,2017,5,1820,248,12,14.29,13.63,0.66
States,Colorado,2017,5,991,151,11,16.35,15.24,1.11
States,Connecticut,2017,5,721,164,5,23.44,22.75,0.69
States,Delaware,2017,5,306,89,6,31.05,29.08,1.96
States,District of Columbia,2017,5,X,X,X,X,X,X
States,Florida,2017,5,X,X,X,X,X,X
States,Georgia,2017,5,1572,278,62,21.63,17.68,3.94
States,Hawaii,2017,5,266,25,4,10.9,9.4,1.5
States,Idaho,2017,5,120,20,0,16.67,16.67,0
States,Illinois,2017,5,689,120,50,24.67,17.42,7.26
States,Indiana,2017,5,294,54,8,21.09,18.37,2.72
States,Iowa,2017,5,476,134,29,34.24,28.15,6.09
States,Kansas,2017,5,165,22,1,13.94,13.33,0.61
States,Kentucky,2017,5,386,34,2,9.33,8.81,0.52
States,Louisiana,2017,5,1822,349,87,23.93,19.15,4.77
States,Maine,2017,5,137,44,1,32.85,32.12,0.73
States,Maryland,2017,5,285,63,8,24.91,22.11,2.81
States,Massachusetts,2017,5,1324,288,16,22.96,21.75,1.21
States,Michigan,2017,5,1622,205,63,16.52,12.64,3.88
States,Minnesota,2017,5,775,133,13,18.84,17.16,1.68
States,Mississippi,2017,5,156,26,4,19.23,16.67,2.56
States,Missouri,2017,5,1141,149,28,15.51,13.06,2.45
States,Montana,2017,5,223,34,1,15.7,15.25,0.45
States,Nebraska,2017,5,251,65,5,27.89,25.9,1.99
States,Nevada,2017,5,32,15,0,46.88,46.88,0
States,New Hampshire,2017,5,34,1,0,2.94,2.94,0
States,New Jersey,2017,5,X,X,X,X,X,X
States,New Mexico,2017,5,639,124,3,19.87,19.41,0.47
States,New York,2017,5,4288,1129,64,27.82,26.33,1.49
States,North Carolina,2017,5,752,164,18,24.2,21.81,2.39
States,North Dakota,2017,5,103,13,1,13.59,12.62,0.97
States,Ohio,2017,5,2750,438,112,20,15.93,4.07
States,Oklahoma,2017,5,454,72,24,21.15,15.86,5.29
States,Oregon,2017,5,1058,269,16,26.94,25.43,1.51
States,Pennsylvania,2017,5,1160,280,33,26.98,24.14,2.84
States,Rhode Island,2017,5,X,X,X,X,X,X
States,South Carolina,2017,5,540,54,26,14.81,10,4.81
States,South Dakota,2017,5,328,66,7,22.26,20.12,2.13
States,Tennessee,2017,5,301,33,11,14.62,10.96,3.65
States,Texas,2017,5,3425,664,107,22.51,19.39,3.12
States,Utah,2017,5,1056,166,6,16.29,15.72,0.57
States,Vermont,2017,5,202,20,4,11.88,9.9,1.98
States,Virginia,2017,5,268,70,4,27.61,26.12,1.49
States,Washington,2017,5,1606,245,24,16.75,15.26,1.49
States,West Virginia,2017,5,644,33,11,6.83,5.12,1.71
States,Wisconsin,2017,5,1558,357,51,26.19,22.91,3.27
States,Wyoming,2017,5,X,X,X,X,X,X
States,Puerto Rico,2017,5,0,0,0,0,0,0
States,Virgin Islands,2017,5,X,X,X,X,X,X
States,New York City,2017,5,X,X,X,X,X,X
States,Alabama,2017,6,1219,143,47,15.59,11.73,3.86
States,Alaska,2017,6,X,X,X,X,X,X
States,Arizona,2017,6,378,18,8,6.88,4.76,2.12
States,Arkansas,2017,6,192,50,1,26.56,26.04,0.52
States,California,2017,6,1844,276,11,15.56,14.97,0.6
States,Colorado,2017,6,1062,166,22,17.7,15.63,2.07
States,Connecticut,2017,6,711,189,9,27.85,26.58,1.27
States,Delaware,2017,6,327,102,8,33.64,31.19,2.45
States,District of Columbia,2017,6,X,X,X,X,X,X
States,Florida,2017,6,X,X,X,X,X,X
States,Georgia,2017,6,1718,263,95,20.84,15.31,5.53
States,Hawaii,2017,6,240,15,6,8.75,6.25,2.5
States,Idaho,2017,6,112,19,0,16.96,16.96,0
States,Illinois,2017,6,1058,193,85,26.28,18.24,8.03
States,Indiana,2017,6,400,84,15,24.75,21,3.75
States,Iowa,2017,6,590,165,30,33.05,27.97,5.08
States,Kansas,2017,6,203,31,6,18.23,15.27,2.96
States,Kentucky,2017,6,441,76,4,18.14,17.23,0.91
States,Louisiana,2017,6,2217,424,136,25.26,19.12,6.13
States,Maine,2017,6,180,64,0,35.56,35.56,0
States,Maryland,2017,6,375,105,19,33.07,28,5.07
States,Massachusetts,2017,6,1581,413,31,28.08,26.12,1.96
States,Michigan,2017,6,2106,368,132,23.74,17.47,6.27
States,Minnesota,2017,6,876,141,25,18.95,16.1,2.85
States,Mississippi,2017,6,228,40,4,19.3,17.54,1.75
States,Missouri,2017,6,1439,210,62,18.9,14.59,4.31
States,Montana,2017,6,212,32,9,19.34,15.09,4.25
States,Nebraska,2017,6,286,77,7,29.37,26.92,2.45
States,Nevada,2017,6,34,6,0,17.65,17.65,0
States,New Hampshire,2017,6,29,5,0,17.24,17.24,0
States,New Jersey,2017,6,X,X,X,X,X,X
States,New Mexico,2017,6,946,203,14,22.94,21.46,1.48
States,New York,2017,6,4243,1171,95,29.84,27.6,2.24
States,North Carolina,2017,6,890,208,18,25.39,23.37,2.02
States,North Dakota,2017,6,141,22,2,17.02,15.6,1.42
States,Ohio,2017,6,3486,636,342,28.06,18.24,9.81
States,Oklahoma,2017,6,576,110,27,23.78,19.1,4.69
States,Oregon,2017,6,912,169,9,19.52,18.53,0.99
States,Pennsylvania,2017,6,1323,354,53,30.76,26.76,4.01
States,Rhode Island,2017,6,X,X,X,X,X,X
States,South Carolina,2017,6,661,85,39,18.76,12.86,5.9
States,South Dakota,2017,6,364,94,6,27.47,25.82,1.65
States,Tennessee,2017,6,338,46,10,16.57,13.61,2.96
States,Texas,2017,6,4145,892,185,25.98,21.52,4.46
States,Utah,2017,6,1176,155,2,13.35,13.18,0.17
States,Vermont,2017,6,224,38,6,19.64,16.96,2.68
States,Virginia,2017,6,406,125,7,32.51,30.79,1.72
States,Washington,2017,6,1293,130,18,11.45,10.05,1.39
States,West Virginia,2017,6,710,47,38,11.97,6.62,5.35
States,Wisconsin,2017,6,2184,642,96,33.79,29.4,4.4
States,Wyoming,2017,6,X,X,X,X,X,X
States,Puerto Rico,2017,6,0,0,0,0,0,0
States,Virgin Islands,2017,6,X,X,X,X,X,X
States,New York City,2017,6,X,X,X,X,X,X
States,Alabama,2017,7,1279,167,77,19.08,13.06,6.02
States,Alaska,2017,7,X,X,X,X,X,X
States,Arizona,2017,7,349,17,1,5.16,4.87,0.29
States,Arkansas,2017,7,220,41,6,21.36,18.64,2.73
States,California,2017,7,1797,192,12,11.35,10.68,0.67
States,Colorado,2017,7,973,164,28,19.73,16.86,2.88
States,Connecticut,2017,7,704,143,11,21.88,20.31,1.56
States,Delaware,2017,7,334,93,9,30.54,27.84,2.69
States,District of Columbia,2017,7,X,X,X,X,X,X
States,Florida,2017,7,X,X,X,X,X,X
States,Georgia,2017,7,1856,246,162,21.98,13.25,8.73
States,Hawaii,2017,7,204,13,13,12.75,6.37,6.37
States,Idaho,2017,7,91,17,0,18.68,18.68,0
States,Illinois,2017,7,1188,232,135,30.89,19.53,11.36
States,Indiana,2017,7,456,109,29,30.26,23.9,6.36
States,Iowa,2017,7,572,149,37,32.52,26.05,6.47
States,Kansas,2017,7,305,32,2,11.15,10.49,0.66
States,Kentucky,2017,7,496,74,4,15.73,14.92,0.81
States,Louisiana,2017,7,2136,406,141,25.61,19.01,6.6
States,Maine,2017,7,241,74,7,33.61,30.71,2.9
States,Maryland,2017,7,441,116,38,34.92,26.3,8.62
States,Massachusetts,2017,7,1483,359,37,26.7,24.21,2.49
States,Michigan,2017,7,2411,520,196,29.7,21.57,8.13
States,Minnesota,2017,7,991,169,64,23.51,17.05,6.46
States,Mississippi,2017,7,240,40,5,18.75,16.67,2.08
States,Missouri,2017,7,1456,223,88,21.36,15.32,6.04
States,Montana,2017,7,244,35,3,15.57,14.34,1.23
States,Nebraska,2017,7,322,70,24,29.19,21.74,7.45
States,Nevada,2017,7,42,4,2,14.29,9.52,4.76
States,New Hampshire,2017,7,42,4,2,14.29,9.52,4.76
States,New Jersey,2017,7,X,X,X,X,X,X
States,New Mexico,2017,7,1061,255,4,24.41,24.03,0.38
States,New York,2017,7,4146,871,122,23.95,21.01,2.94
States,North Carolina,2017,7,992,212,42,25.6,21.37,4.23
States,North Dakota,2017,7,170,38,8,27.06,22.35,4.71
States,Ohio,2017,7,4101,864,367,30.02,21.07,8.95
States,Oklahoma,2017,7,546,117,32,27.29,21.43,5.86
States,Oregon,2017,7,853,105,20,14.65,12.31,2.34
States,Pennsylvania,2017,7,1224,354,42,32.35,28.92,3.43
States,Rhode Island,2017,7,X,X,X,X,X,X
States,South Carolina,2017,7,707,115,62,25.04,16.27,8.77
States,South Dakota,2017,7,437,108,18,28.83,24.71,4.12
States,Tennessee,2017,7,397,52,11,15.87,13.1,2.77
States,Texas,2017,7,3884,802,200,25.8,20.65,5.15
States,Utah,2017,7,1060,101,6,10.09,9.53,0.57
States,Vermont,2017,7,192,23,9,16.67,11.98,4.69
States,Virginia,2017,7,475,158,22,37.89,33.26,4.63
States,Washington,2017,7,1043,76,32,10.35,7.29,3.07
States,West Virginia,2017,7,822,58,42,12.17,7.06,5.11
States,Wisconsin,2017,7,2557,742,206,37.07,29.02,8.06
States,Wyoming,2017,7,X,X,X,X,X,X
States,Puerto Rico,2017,7,0,0,0,0,0,0
States,Virgin Islands,2017,7,X,X,X,X,X,X
States,New York City,2017,7,X,X,X,X,X,X
States,Alabama,2017,8,1226,151,93,19.9,12.32,7.59
States,Alaska,2017,8,X,X,X,X,X,X
States,Arizona,2017,8,375,20,4,6.4,5.33,1.07
States,Arkansas,2017,8,224,47,6,23.66,20.98,2.68
States,California,2017,8,1532,140,12,9.92,9.14,0.78
States,Colorado,2017,8,989,117,41,15.98,11.83,4.15
States,Connecticut,2017,8,635,127,17,22.68,20,2.68
States,Delaware,2017,8,389,117,19,34.96,30.08,4.88
States,District of Columbia,2017,8,X,X,X,X,X,X
States,Florida,2017,8,X,X,X,X,X,X
States,Georgia,2017,8,1717,230,157,22.54,13.4,9.14
States,Hawaii,2017,8,226,18,4,9.73,7.96,1.77
States,Idaho,2017,8,77,16,0,20.78,20.78,0
States,Illinois,2017,8,862,209,129,39.21,24.25,14.97
States,Indiana,2017,8,526,128,39,31.75,24.33,7.41
States,Iowa,2017,8,454,89,38,27.97,19.6,8.37
States,Kansas,2017,8,173,34,6,23.12,19.65,3.47
States,Kentucky,2017,8,530,85,15,18.87,16.04,2.83
States,Louisiana,2017,8,1893,382,121,26.57,20.18,6.39
States,Maine,2017,8,240,67,8,31.25,27.92,3.33
States,Maryland,2017,8,548,180,60,43.8,32.85,10.95
States,Massachusetts,2017,8,1339,351,38,29.05,26.21,2.84
States,Michigan,2017,8,2730,529,299,30.33,19.38,10.95
States,Minnesota,2017,8,982,178,66,24.85,18.13,6.72
States,Mississippi,2017,8,233,40,2,18.03,17.17,0.86
States,Missouri,2017,8,1305,157,81,18.24,12.03,6.21
States,Montana,2017,8,206,14,9,11.17,6.8,4.37
States,Nebraska,2017,8,329,69,43,34.04,20.97,13.07
States,Nevada,2017,8,X,X,X,X,X,X
States,New Hampshire,2017,8,60,12,2,23.33,20,3.33
States,New Jersey,2017,8,X,X,X,X,X,X
States,New Mexico,2017,8,1077,229,8,22.01,21.26,0.74
States,New York,2017,8,3815,760,123,23.15,19.92,3.22
States,North Carolina,2017,8,868,170,27,22.7,19.59,3.11
States,North Dakota,2017,8,183,28,11,21.31,15.3,6.01
States,Ohio,2017,8,4425,888,477,30.85,20.07,10.78
States,Oklahoma,2017,8,478,56,28,17.57,11.72,5.86
States,Oregon,2017,8,658,66,28,14.29,10.03,4.26
States,Pennsylvania,2017,8,1176,264,60,27.55,22.45,5.1
States,Rhode Island,2017,8,X,X,X,X,X,X
States,South Carolina,2017,8,723,119,55,24.07,16.46,7.61
States,South Dakota,2017,8,384,64,19,21.61,16.67,4.95
States,Tennessee,2017,8,418,58,21,18.9,13.88,5.02
States,Texas,2017,8,3480,646,193,24.11,18.56,5.55
States,Utah,2017,8,971,76,8,8.65,7.83,0.82
States,Vermont,2017,8,222,40,13,23.87,18.02,5.86
States,Virginia,2017,8,595,221,40,43.87,37.14,6.72
States,Washington,2017,8,915,57,21,8.52,6.23,2.3
States,West Virginia,2017,8,864,76,55,15.16,8.8,6.37
States,Wisconsin,2017,8,2785,757,252,36.23,27.18,9.05
States,Wyoming,2017,8,X,X,X,X,X,X
States,Puerto Rico,2017,8,0,0,0,0,0,0
States,Virgin Islands,2017,8,X,X,X,X,X,X
States,New York City,2017,8,X,X,X,X,X,X
States,Alabama,2017,9,973,104,72,18.09,10.69,7.4
States,Alaska,2017,9,X,X,X,X,X,X
States,Arizona,2017,9,339,16,5,6.19,4.72,1.47
States,Arkansas,2017,9,152,24,4,18.42,15.79,2.63
States,California,2017,9,1428,92,10,7.14,6.44,0.7
States,Colorado,2017,9,866,102,51,17.67,11.78,5.89
States,Connecticut,2017,9,617,85,20,17.02,13.78,3.24
States,Delaware,2017,9,326,70,17,26.69,21.47,5.21
States,District of Columbia,2017,9,X,X,X,X,X,X
States,Florida,2017,9,X,X,X,X,X,X
States,Georgia,2017,9,1481,147,135,19.04,9.93,9.12
States,Hawaii,2017,9,212,19,6,11.79,8.96,2.83
States,Idaho,2017,9,56,8,0,14.29,14.29,0
States,Illinois,2017,9,932,105,103,22.32,11.27,11.05
States,Indiana,2017,9,394,92,26,29.95,23.35,6.6
States,Iowa,2017,9,394,68,24,23.35,17.26,6.09
States,Kansas,2017,9,176,25,2,15.34,14.2,1.14
States,Kentucky,2017,9,482,60,8,14.11,12.45,1.66
States,Louisiana,2017,9,1893,415,124,28.47,21.92,6.55
States,Maine,2017,9,240,52,7,24.58,21.67,2.92
States,Maryland,2017,9,427,87,34,28.34,20.37,7.96
States,Massachusetts,2017,9,1093,185,56,22.05,16.93,5.12
States,Michigan,2017,9,2405,382,227,25.32,15.88,9.44
States,Minnesota,2017,9,634,73,26,15.62,11.51,4.1
States,Mississippi,2017,9,209,26,2,13.4,12.44,0.96
States,Missouri,2017,9,1056,69,64,12.59,6.53,6.06
States,Montana,2017,9,165,8,14,13.33,4.85,8.48
States,Nebraska,2017,9,212,29,27,26.42,13.68,12.74
States,Nevada,2017,9,17,2,1,17.65,11.76,5.88
States,New Hampshire,2017,9,41,7,1,19.51,17.07,2.44
States,New Jersey,2017,9,X,X,X,X,X,X
States,New Mexico,2017,9,960,186,7,20.1,19.38,0.73
States,New York,2017,9,3146,386,95,15.29,12.27,3.02
States,North Carolina,2017,9,747,113,39,20.35,15.13,5.22
States,North Dakota,2017,9,103,6,3,8.74,5.83,2.91
States,Ohio,2017,9,3476,459,342,23.04,13.2,9.84
States,Oklahoma,2017,9,434,22,32,12.44,5.07,7.37
States,Oregon,2017,9,596,58,21,13.26,9.73,3.52
States,Pennsylvania,2017,9,945,138,42,19.05,14.6,4.44
States,Rhode Island,2017,9,X,X,X,X,X,X
States,South Carolina,2017,9,566,53,29,14.49,9.36,5.12
States,South Dakota,2017,9,309,40,22,20.06,12.94,7.12
States,Tennessee,2017,9,337,33,24,16.91,9.79,7.12
States,Texas,2017,9,3197,502,191,21.68,15.7,5.97
States,Utah,2017,9,804,55,6,7.59,6.84,0.75
States,Vermont,2017,9,215,43,11,25.12,20,5.12
States,Virginia,2017,9,450,114,20,29.78,25.33,4.44
States,Washington,2017,9,740,36,23,7.97,4.86,3.11
States,West Virginia,2017,9,803,64,42,13.2,7.97,5.23
States,Wisconsin,2017,9,2235,438,222,29.53,19.6,9.93
States,Wyoming,2017,9,X,X,X,X,X,X
States,Puerto Rico,2017,9,0,0,0,0,0,0
States,Virgin Islands,2017,9,X,X,X,X,X,X
States,New York City,2017,9,X,X,X,X,X,X
States,Alabama,2017,10,983,91,63,15.67,9.26,6.41
States,Alaska,2017,10,X,X,X,X,X,X
States,Arizona,2017,10,345,25,4,8.41,7.25,1.16
States,Arkansas,2017,10,155,25,5,19.35,16.13,3.23
States,California,2017,10,1494,80,13,6.22,5.35,0.87
States,Colorado,2017,10,847,74,70,17,8.74,8.26
States,Connecticut,2017,10,586,62,25,14.85,10.58,4.27
States,Delaware,2017,10,323,46,12,17.96,14.24,3.72
States,District of Columbia,2017,10,X,X,X,X,X,X
States,Florida,2017,10,X,X,X,X,X,X
States,Georgia,2017,10,1489,154,147,20.21,10.34,9.87
States,Hawaii,2017,10,202,13,11,11.88,6.44,5.45
States,Idaho,2017,10,67,7,0,10.45,10.45,0
States,Illinois,2017,10,810,80,99,22.1,9.88,12.22
States,Indiana,2017,10,502,86,52,27.49,17.13,10.36
States,Iowa,2017,10,334,45,32,23.05,13.47,9.58
States,Kansas,2017,10,181,14,17,17.13,7.73,9.39
States,Kentucky,2017,10,497,46,19,13.08,9.26,3.82
States,Louisiana,2017,10,1865,454,93,29.33,24.34,4.99
States,Maine,2017,10,219,66,23,40.64,30.14,10.5
States,Maryland,2017,10,378,64,43,28.31,16.93,11.38
States,Massachusetts,2017,10,1012,142,50,18.97,14.03,4.94
States,Michigan,2017,10,2171,274,195,21.6,12.62,8.98
States,Minnesota,2017,10,847,95,101,23.14,11.22,11.92
States,Mississippi,2017,10,186,22,7,15.59,11.83,3.76
States,Missouri,2017,10,962,50,72,12.68,5.2,7.48
States,Montana,2017,10,194,5,17,11.34,2.58,8.76
States,Nebraska,2017,10,202,23,20,21.29,11.39,9.9
States,Nevada,2017,10,27,4,2,22.22,14.81,7.41
States,New Hampshire,2017,10,47,5,1,12.77,10.64,2.13
States,New Jersey,2017,10,X,X,X,X,X,X
States,New Mexico,2017,10,824,166,14,21.84,20.15,1.7
States,New York,2017,10,2734,182,101,10.35,6.66,3.69
States,North Carolina,2017,10,697,95,60,22.24,13.63,8.61
States,North Dakota,2017,10,139,8,13,15.11,5.76,9.35
States,Ohio,2017,10,3300,402,389,23.97,12.18,11.79
States,Oklahoma,2017,10,362,21,36,15.75,5.8,9.94
States,Oregon,2017,10,579,40,31,12.26,6.91,5.35
States,Pennsylvania,2017,10,846,95,54,17.61,11.23,6.38
States,Rhode Island,2017,10,X,X,X,X,X,X
States,South Carolina,2017,10,532,61,35,18.05,11.47,6.58
States,South Dakota,2017,10,276,25,28,19.2,9.06,10.14
States,Tennessee,2017,10,459,46,32,16.99,10.02,6.97
States,Texas,2017,10,3099,454,226,21.94,14.65,7.29
States,Utah,2017,10,835,56,10,7.9,6.71,1.2
States,Vermont,2017,10,165,27,8,21.21,16.36,4.85
States,Virginia,2017,10,428,99,43,33.18,23.13,10.05
States,Washington,2017,10,699,21,24,6.44,3,3.43
States,West Virginia,2017,10,701,79,54,18.97,11.27,7.7
States,Wisconsin,2017,10,2024,321,269,29.15,15.86,13.29
States,Wyoming,2017,10,X,X,X,X,X,X
States,Puerto Rico,2017,10,0,0,0,0,0,0
States,Virgin Islands,2017,10,X,X,X,X,X,X
States,New York City,2017,10,X,X,X,X,X,X
States,Alabama,2017,11,964,84,60,14.94,8.71,6.22
States,Alaska,2017,11,X,X,X,X,X,X
States,Arizona,2017,11,292,18,6,8.22,6.16,2.05
States,Arkansas,2017,11,147,22,6,19.05,14.97,4.08
States,California,2017,11,1408,87,18,7.46,6.18,1.28
States,Colorado,2017,11,846,49,92,16.67,5.79,10.87
States,Connecticut,2017,11,558,37,39,13.62,6.63,6.99
States,Delaware,2017,11,268,35,28,23.51,13.06,10.45
States,District of Columbia,2017,11,X,X,X,X,X,X
States,Florida,2017,11,X,X,X,X,X,X
States,Georgia,2017,11,1594,161,197,22.46,10.1,12.36
States,Hawaii,2017,11,222,6,8,6.31,2.7,3.6
States,Idaho,2017,11,77,12,1,16.88,15.58,1.3
States,Illinois,2017,11,812,59,97,19.21,7.27,11.95
States,Indiana,2017,11,424,68,65,31.37,16.04,15.33
States,Iowa,2017,11,293,26,21,16.04,8.87,7.17
States,Kansas,2017,11,160,19,21,25,11.88,13.13
States,Kentucky,2017,11,407,45,22,16.46,11.06,5.41
States,Louisiana,2017,11,1938,470,141,31.53,24.25,7.28
States,Maine,2017,11,231,49,28,33.33,21.21,12.12
States,Maryland,2017,11,344,46,50,27.91,13.37,14.53
States,Massachusetts,2017,11,944,104,43,15.57,11.02,4.56
States,Michigan,2017,11,2060,215,233,21.75,10.44,11.31
States,Minnesota,2017,11,841,64,122,22.12,7.61,14.51
States,Mississippi,2017,11,175,15,5,11.43,8.57,2.86
States,Missouri,2017,11,1014,49,81,12.82,4.83,7.99
States,Montana,2017,11,171,4,13,9.94,2.34,7.6
States,Nebraska,2017,11,192,17,31,25,8.85,16.15
States,Nevada,2017,11,32,6,1,21.88,18.75,3.13
States,New Hampshire,2017,11,37,10,3,35.14,27.03,8.11
States,New Jersey,2017,11,X,X,X,X,X,X
States,New Mexico,2017,11,766,127,29,20.37,16.58,3.79
States,New York,2017,11,2408,164,132,12.29,6.81,5.48
States,North Carolina,2017,11,670,69,87,23.28,10.3,12.99
States,North Dakota,2017,11,120,3,20,19.17,2.5,16.67
States,Ohio,2017,11,3219,364,422,24.42,11.31,13.11
States,Oklahoma,2017,11,369,21,40,16.53,5.69,10.84
States,Oregon,2017,11,528,19,32,9.66,3.6,6.06
States,Pennsylvania,2017,11,695,59,66,17.99,8.49,9.5
States,Rhode Island,2017,11,X,X,X,X,X,X
States,South Carolina,2017,11,562,61,35,17.08,10.85,6.23
States,South Dakota,2017,11,268,10,31,15.3,3.73,11.57
States,Tennessee,2017,11,396,29,26,13.89,7.32,6.57
States,Texas,2017,11,2635,304,184,18.52,11.54,6.98
States,Utah,2017,11,771,41,10,6.61,5.32,1.3
States,Vermont,2017,11,140,21,7,20,15,5
States,Virginia,2017,11,429,92,40,30.77,21.45,9.32
States,Washington,2017,11,711,19,25,6.19,2.67,3.52
States,West Virginia,2017,11,836,83,65,17.7,9.93,7.78
States,Wisconsin,2017,11,1904,253,286,28.31,13.29,15.02
States,Wyoming,2017,11,X,X,X,X,X,X
States,Puerto Rico,2017,11,0,0,0,0,0,0
States,Virgin Islands,2017,11,X,X,X,X,X,X
States,New York City,2017,11,X,X,X,X,X,X
States,Alabama,2017,12,1056,74,105,16.95,7.01,9.94
States,Alaska,2017,12,X,X,X,X,X,X
States,Arizona,2017,12,277,9,8,6.14,3.25,2.89
States,Arkansas,2017,12,155,22,14,23.23,14.19,9.03
States,California,2017,12,1224,62,18,6.54,5.07,1.47
States,Colorado,2017,12,716,36,85,16.9,5.03,11.87
States,Connecticut,2017,12,523,32,33,12.43,6.12,6.31
States,Delaware,2017,12,298,41,29,23.49,13.76,9.73
States,District of Columbia,2017,12,X,X,X,X,X,X
States,Florida,2017,12,X,X,X,X,X,X
States,Georgia,2017,12,1537,167,210,24.53,10.87,13.66
States,Hawaii,2017,12,188,9,4,6.91,4.79,2.13
States,Idaho,2017,12,37,6,1,18.92,16.22,2.7
States,Illinois,2017,12,836,70,135,24.52,8.37,16.15
States,Indiana,2017,12,415,72,49,29.16,17.35,11.81
States,Iowa,2017,12,227,21,25,20.26,9.25,11.01
States,Kansas,2017,12,118,6,14,16.95,5.08,11.86
States,Kentucky,2017,12,478,57,43,20.92,11.92,9
States,Louisiana,2017,12,891,65,58,13.8,7.3,6.51
States,Maine,2017,12,233,38,41,33.91,16.31,17.6
States,Maryland,2017,12,336,48,51,29.46,14.29,15.18
States,Massachusetts,2017,12,966,100,97,20.39,10.35,10.04
States,Michigan,2017,12,2074,199,313,24.69,9.59,15.09
States,Minnesota,2017,12,788,58,168,28.68,7.36,21.32
States,Mississippi,2017,12,128,5,2,5.47,3.91,1.56
States,Missouri,2017,12,945,37,92,13.65,3.92,9.74
States,Montana,2017,12,121,2,8,8.26,1.65,6.61
States,Nebraska,2017,12,177,11,25,20.34,6.21,14.12
States,Nevada,2017,12,23,4,0,17.39,17.39,0
States,New Hampshire,2017,12,35,3,0,8.57,8.57,0
States,New Jersey,2017,12,X,X,X,X,X,X
States,New Mexico,2017,12,225,75,42,52,33.33,18.67
States,New York,2017,12,2388,106,172,11.64,4.44,7.2
States,North Carolina,2017,12,779,76,113,24.26,9.76,14.51
States,North Dakota,2017,12,100,9,16,25,9,16
States,Ohio,2017,12,3532,407,529,26.5,11.52,14.98
States,Oklahoma,2017,12,312,8,30,12.18,2.56,9.62
States,Oregon,2017,12,447,11,32,9.62,2.46,7.16
States,Pennsylvania,2017,12,699,43,80,17.6,6.15,11.44
States,Rhode Island,2017,12,X,X,X,X,X,X
States,South Carolina,2017,12,619,75,54,20.84,12.12,8.72
States,South Dakota,2017,12,285,10,39,17.19,3.51,13.68
States,Tennessee,2017,12,516,50,49,19.19,9.69,9.5
States,Texas,2017,12,2320,201,159,15.52,8.66,6.85
States,Utah,2017,12,738,37,10,6.37,5.01,1.36
States,Vermont,2017,12,174,18,14,18.39,10.34,8.05
States,Virginia,2017,12,539,106,72,33.02,19.67,13.36
States,Washington,2017,12,689,12,23,5.08,1.74,3.34
States,West Virginia,2017,12,769,69,62,17.04,8.97,8.06
States,Wisconsin,2017,12,1910,220,336,29.11,11.52,17.59
States,Wyoming,2017,12,X,X,X,X,X,X
States,Puerto Rico,2017,12,0,0,0,0,0,0
States,Virgin Islands,2017,12,X,X,X,X,X,X
States,New York City,2017,12,X,X,X,X,X,X
States,Alabama,2017,13,770,47,72,15.45,6.1,9.35
States,Alaska,2017,13,X,X,X,X,X,X
States,Arizona,2017,13,271,12,6,6.64,4.43,2.21
